% Model,pe-analysis-refined.mph
% Version,COMSOL 5.3.1.275
% Date,"Oct 4 2018, 07:53"
% Table,Soil study - gravel sub-base - 
L,Pe,GW depth,Base depth,Crack width,Soil type,Indoor/outdoor pressure difference,Relative volumetric entry rate,Crack area,Sub-slab pressure difference
15,1,4,1.5,3,9,-4562.474504713012,6.915245782250901E-8,0.2991000000000042,0.053855633801453626
15,1,4,1.5,3,10,-880.4325327837632,6.764986343585611E-8,0.2991000000000042,0.04378446389530508
15,1,4,1.5,3,11,-4229.989576256816,6.976288675914778E-8,0.2991000000000042,0.059966231006607515
15,1,4,1.5,3,12,-3836.2206483592913,6.890525832790431E-8,0.2991000000000042,0.05197809394998229
15,1,6,0.5,1,1,-1.0632602545548098,2.4436779919391906E-8,0.09989999999999671,0.05409647026137033
15,1,6,0.5,1,2,-9.379073593233537,2.4557926096007813E-8,0.09989999999999671,0.05082982633283509
15,1,6,0.5,1,3,-52.458324012035625,2.451505504706602E-8,0.09989999999999671,0.047625588207836245
15,1,6,0.5,1,4,-282.1894071366181,2.4481191422585952E-8,0.09989999999999671,0.045819930217523584
15,1,6,0.5,1,5,-169.7889417098737,2.4478465467166426E-8,0.09989999999999671,0.045449607624997654
15,1,6,0.5,1,6,-196.39818697488104,2.4324856999544153E-8,0.09989999999999671,0.038587588085950614
15,1,6,0.5,1,7,-330.01026751879556,2.447158940901646E-8,0.09989999999999671,0.045206418030371905
15,1,6,0.5,1,8,-306.7209541581492,2.4403309772743227E-8,0.09989999999999671,0.04193494052042171
15,1,6,0.5,1,9,-460.38004729783637,2.4456810061741754E-8,0.09989999999999671,0.044613991351556914
15,1,6,0.5,1,10,-60.21012227023188,2.4375444307669962E-8,0.09989999999999671,0.04063976825969936
15,1,6,0.5,1,11,-502.8507093126718,2.4497392306285595E-8,0.09989999999999671,0.04675465259602636
15,1,6,0.5,1,12,-357.17287607270885,2.443571015164484E-8,0.09989999999999671,0.04363471755734673
15,1,6,0.5,2,1,-2.1128218923396687,4.854321564447377E-8,0.19959999999999722,0.09709780127239497
15,1,6,0.5,2,2,-18.714039617979175,4.867905068131268E-8,0.19959999999999722,0.09043390119282456
15,1,6,0.5,2,3,-104.71143321812922,4.8546148590023E-8,0.19959999999999722,0.08405374875706745
15,1,6,0.5,2,4,-563.3042308185134,4.84532745280383E-8,0.19959999999999722,0.08046704373025983
15,1,6,0.5,2,5,-338.92732514100646,4.8446678757984804E-8,0.19959999999999722,0.07972995472735218
15,1,6,0.5,2,6,-392.0050690683869,4.804187513883939E-8,0.19959999999999722,0.06612002285239289
15,1,6,0.5,2,7,-658.7617211459502,4.842786778821839E-8,0.19959999999999722,0.07924798079833788
15,1,6,0.5,2,8,-612.2437931364489,4.824806452857581E-8,0.19959999999999722,0.07275666234281492
15,1,6,0.5,2,9,-918.9982563455912,4.838871553350819E-8,0.19959999999999722,0.07807353335880407
15,1,6,0.5,2,10,-120.17540737427109,4.817802748167617E-8,0.19959999999999722,0.07018872751112405
15,1,6,0.5,2,11,-1003.8039779829878,4.8495570347930564E-8,0.19959999999999722,0.0823233715751965
15,1,6,0.5,2,12,-712.966753469441,4.833328237444546E-8,0.19959999999999722,0.07613079542321405
15,1,6,0.5,3,1,-3.1539441256635605,7.056135783548747E-8,0.29910000000000353,0.1357786969361386
15,1,6,0.5,3,2,-27.99952875421759,7.066472668905618E-8,0.29910000000000353,0.12567769901686476
15,1,6,0.5,3,3,-156.69673347722804,7.04064546407043E-8,0.29910000000000353,0.116149659201557
15,1,6,0.5,3,4,-842.9721742166267,7.02340576377566E-8,0.29910000000000353,0.11080179703787961
15,1,6,0.5,3,5,-507.19360009836146,7.022250884514291E-8,0.29910000000000353,0.10970106435222407
15,1,6,0.5,3,6,-586.5446110250408,6.948358770736312E-8,0.29910000000000353,0.08943034744347894
15,1,6,0.5,3,7,-985.8159191489003,7.01876146806769E-8,0.29910000000000353,0.10898362703330933
15,1,6,0.5,3,8,-916.148560896534,6.985951670158786E-8,0.29910000000000353,0.0993121458971018
15,1,6,0.5,3,9,-1375.2360349220953,7.011596959319481E-8,0.29910000000000353,0.1072349000038331
15,1,6,0.5,3,10,-179.81780188227393,6.973436672721184E-8,0.29910000000000353,0.09548799344486111
